run_id,mode,experiment,priority,description,status,n_splits,params,duration_sec,valid_n_eval_mean,valid_n_eval_total,valid_recall@5_mean,valid_recall@5_std,valid_recall@5_se,valid_recall@5_micro,valid_recall@10_mean,valid_recall@10_std,valid_recall@10_se,valid_recall@10_micro,valid_recall@20_mean,valid_recall@20_std,valid_recall@20_se,valid_recall@20_micro,valid_recall@30_mean,valid_recall@30_std,valid_recall@30_se,valid_recall@30_micro,valid_recall@50_mean,valid_recall@50_std,valid_recall@50_se,valid_recall@50_micro,valid_recall@100_mean,valid_recall@100_std,valid_recall@100_se,valid_recall@100_micro,valid_recall@5_comparison_baseline,valid_recall@5_delta_vs_baseline,valid_recall@5_wins_vs_baseline,valid_recall@5_losses_vs_baseline,valid_recall@5_ties_vs_baseline,valid_recall@5_n_compared_vs_baseline
20260624T184643Z,cv,bm25_legal_lemma_chunk_line_8_4_max2_rd600,P1,"Legal-aware BM25 over line chunks 8/4, max_plus_second, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'line', 'size': 8, 'overlap': 4}, 'aggregation': 'max_plus_second', 'rank_depth': 600}",5.678122,107.8,539,0.46386292834890963,0.07748689923942693,0.03465319481300708,0.46382189239332094,0.5863447559709242,0.08610022678881737,0.038505191995588814,0.5862708719851577,0.6698511595707858,0.10207495563512614,0.045649307920083454,0.6697588126159555,0.7273970231914157,0.10229185565400321,0.045746308557389474,0.7272727272727273,0.829421945309796,0.07257962197453054,0.03245859370325756,0.8293135435992579,0.9314122533748701,0.034936656498505574,0.015624147767443648,0.9313543599257885,rrf_sparse_legal_lemma_char,-0.02411873840445269,39,52,448,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_line_8_4_softmax3_rd600,P1,"Legal-aware BM25 over line chunks 8/4, softmax_top3, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'line', 'size': 8, 'overlap': 4}, 'aggregation': 'softmax_top3', 'rank_depth': 600}",6.132689,107.8,539,0.4749394254067151,0.08305679326498286,0.037144127146729676,0.4749536178107607,0.5955694011768777,0.08385474543636097,0.03750098220632868,0.5955473098330241,0.7143994461751471,0.09022312932465669,0.04034901006253741,0.7142857142857143,0.7755970924195223,0.053387177026283074,0.023875471391516804,0.7755102040816326,0.8720664589823469,0.04192261492686677,0.01874836335420429,0.8719851576994434,0.9369851159570786,0.02875873784873157,0.01286129855537197,0.9369202226345084,rrf_sparse_legal_lemma_char,-0.012987012987012988,38,45,456,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_line_12_6_max_rd600,P0,"Legal-aware BM25 over line chunks 12/6, max, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'line', 'size': 12, 'overlap': 6}, 'aggregation': 'max', 'rank_depth': 600}",5.487567,107.8,539,0.4712876427829699,0.06092418775019602,0.027246125056679654,0.4712430426716141,0.606767047421253,0.08556190347049575,0.03826444648886073,0.6066790352504638,0.7198684665974385,0.07832264747236187,0.03502695278519064,0.7198515769944341,0.7978366216683973,0.04076812391479574,0.018232059277723624,0.7977736549165121,0.8775874004845967,0.03771262265531606,0.016865597573417067,0.8775510204081632,0.9425406715126341,0.026442112353541884,0.01182527213824132,0.9424860853432282,rrf_sparse_legal_lemma_char,-0.016697588126159554,33,42,464,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_line_12_6_top2_rd600,P1,"Legal-aware BM25 over line chunks 12/6, top2_mean, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'line', 'size': 12, 'overlap': 6}, 'aggregation': 'top2_mean', 'rank_depth': 600}",5.982686,107.8,539,0.5027864312911041,0.07360992990952668,0.03291936141933932,0.5027829313543599,0.6160089996538595,0.07977027125216722,0.035674349820688636,0.6159554730983302,0.7458116995500174,0.05350554132052532,0.023928405513123693,0.7458256029684601,0.8089477327795086,0.03475241686409149,0.015541753298103726,0.8089053803339518,0.8831429560401522,0.029600493097600173,0.01323774294674946,0.8831168831168831,0.9462616822429906,0.02803057171468588,0.012535652760444093,0.9461966604823747,rrf_sparse_legal_lemma_char,0.014842300556586271,41,33,465,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_line_12_6_max2_rd600,P1,"Legal-aware BM25 over line chunks 12/6, max_plus_second, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'line', 'size': 12, 'overlap': 6}, 'aggregation': 'max_plus_second', 'rank_depth': 600}",5.712669,107.8,539,0.47499134648667357,0.07674293049989071,0.03432048187805951,0.4749536178107607,0.5974558670820354,0.08470700937118188,0.03788212622493488,0.5974025974025974,0.6828141225337487,0.0971679464240928,0.043454826687665815,0.6827458256029685,0.7533575631706473,0.08187518787081954,0.036615697149943754,0.7532467532467533,0.8590861889927309,0.05435331582296399,0.02430754179653248,0.8589981447124304,0.9388369678089303,0.028160465642637595,0.012593743090996992,0.9387755102040817,rrf_sparse_legal_lemma_char,-0.012987012987012988,33,40,466,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_line_12_6_softmax3_rd600,P1,"Legal-aware BM25 over line chunks 12/6, softmax_top3, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'line', 'size': 12, 'overlap': 6}, 'aggregation': 'softmax_top3', 'rank_depth': 600}",5.468571,107.8,539,0.47684319833852545,0.06530589850695627,0.02920568567865125,0.47680890538033394,0.6086188992731049,0.08677306766464113,0.038806095582865296,0.608534322820037,0.7254413291796469,0.059723549888247705,0.026709183481544368,0.725417439703154,0.7996711664935965,0.03473822483847188,0.015535406431298955,0.7996289424860853,0.8850121149186568,0.030973014362823518,0.013851553116670143,0.8849721706864564,0.9444098303911387,0.029225670326435724,0.01307011710758175,0.9443413729128015,rrf_sparse_legal_lemma_char,-0.011131725417439703,34,40,465,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_line_16_8_max_rd600,P0,"Legal-aware BM25 over line chunks 16/8, max, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'line', 'size': 16, 'overlap': 8}, 'aggregation': 'max', 'rank_depth': 600}",5.855494,107.8,539,0.4694530979577708,0.06754112885564012,0.030205311079656776,0.46938775510204084,0.6271893388715819,0.08268012881890738,0.03697567768550326,0.62708719851577,0.7347178954655591,0.056406192669627826,0.02522561623224763,0.7346938775510204,0.7978020076150918,0.02859711873292777,0.012789020289491828,0.7977736549165121,0.8943232952578747,0.039454583482490604,0.017644626138157874,0.8942486085343229,0.9499653859466944,0.029670536250275548,0.013269067196897567,0.9499072356215214,rrf_sparse_legal_lemma_char,-0.01855287569573284,34,44,461,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_line_16_8_top2_rd600,P1,"Legal-aware BM25 over line chunks 16/8, top2_mean, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'line', 'size': 16, 'overlap': 8}, 'aggregation': 'top2_mean', 'rank_depth': 600}",5.213992,107.8,539,0.48243336794738667,0.06335923168258148,0.02833510980888211,0.48237476808905383,0.6253028729664243,0.06714236955479909,0.03002698049898861,0.6252319109461967,0.7402561439944617,0.05671150453095216,0.02536215584749927,0.7402597402597403,0.7959155417099343,0.027008570260783786,0.012078599815638353,0.7959183673469388,0.8887158186223607,0.018304993372498815,0.008186241901718096,0.8886827458256029,0.95552094150225,0.02205551211784601,0.009863524874814806,0.9554730983302412,rrf_sparse_legal_lemma_char,-0.0055658627087198514,37,40,462,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_line_16_8_max2_rd600,P1,"Legal-aware BM25 over line chunks 16/8, max_plus_second, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'line', 'size': 16, 'overlap': 8}, 'aggregation': 'max_plus_second', 'rank_depth': 600}",5.471548,107.8,539,0.4619764624437521,0.06265611565995216,0.028020666764348424,0.4619666048237477,0.6123399100034613,0.0849871584129093,0.03800741268516166,0.6122448979591837,0.6920733817930079,0.09037488783025735,0.04041687852947478,0.6920222634508348,0.7718933887158187,0.06854923608617834,0.03065615033887528,0.7717996289424861,0.8720491519556941,0.04945187971561126,0.022115552931849948,0.8719851576994434,0.9443752163378332,0.02693616444437723,0.012046218950148069,0.9443413729128015,rrf_sparse_legal_lemma_char,-0.025974025974025976,33,47,459,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_line_16_8_softmax3_rd600,P1,"Legal-aware BM25 over line chunks 16/8, softmax_top3, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'line', 'size': 16, 'overlap': 8}, 'aggregation': 'softmax_top3', 'rank_depth': 600}",5.572942,107.8,539,0.4657320872274143,0.06172706399684622,0.027605182229685603,0.46567717996289426,0.6216164762893734,0.07650681196416807,0.0342148864587348,0.62152133580705,0.7402734510211146,0.05508019352565548,0.02463261138744189,0.7402597402597403,0.7959328487365871,0.03195393429687809,0.01429023384727627,0.7959183673469388,0.8924368293527172,0.02882600762147411,0.012891382512308626,0.8923933209647495,0.9499653859466944,0.029670536250275548,0.013269067196897567,0.9499072356215214,rrf_sparse_legal_lemma_char,-0.022263450834879406,35,47,457,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_char_1200_600_max_rd600,P1,"Legal-aware BM25 over char chunks 1200/600, max, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'char', 'size': 1200, 'overlap': 600}, 'aggregation': 'max', 'rank_depth': 600}",6.709985,107.8,539,0.5010211145725165,0.0654331048500596,0.029262574084720886,0.5009276437847866,0.6327622014537903,0.06534260406409874,0.02922210090283576,0.6326530612244898,0.7532537210107304,0.05763017686304779,0.025772998604222087,0.7532467532467533,0.8126514364832123,0.04723185554789108,0.021122727941707005,0.8126159554730983,0.8849775008653513,0.016769450546207165,0.007499526273328039,0.8849721706864564,0.9369851159570786,0.02642847289585229,0.011819172387327288,0.9369202226345084,rrf_sparse_legal_lemma_char,0.012987012987012988,60,53,426,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_char_1200_600_top2_rd600,P1,"Legal-aware BM25 over char chunks 1200/600, top2_mean, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'char', 'size': 1200, 'overlap': 600}, 'aggregation': 'top2_mean', 'rank_depth': 600}",6.987851,107.8,539,0.5084458290065768,0.052558700211355856,0.02350496529632485,0.5083487940630798,0.6364485981308411,0.05884842081395075,0.026317813861701476,0.6363636363636364,0.7532364139840775,0.055062006780890585,0.024624478027925143,0.7532467532467533,0.8144167532017998,0.03684169654449998,0.016476107575984212,0.8144712430426716,0.8924195223260643,0.02310548016173845,0.010333084858884001,0.8923933209647495,0.9388196607822776,0.02220616968349875,0.009930900986439638,0.9387755102040817,rrf_sparse_legal_lemma_char,0.02040816326530612,60,49,430,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_char_1200_600_max2_rd600,P1,"Legal-aware BM25 over char chunks 1200/600, max_plus_second, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'char', 'size': 1200, 'overlap': 600}, 'aggregation': 'max_plus_second', 'rank_depth': 600}",6.422347,107.8,539,0.5103149878850813,0.058027772373211176,0.025950808721876897,0.5102040816326531,0.6364485981308411,0.05469552341032905,0.024460581682085376,0.6363636363636364,0.7551055728625821,0.04790108510370339,0.021422016497576666,0.7551020408163265,0.8144686742817584,0.03646195603380168,0.016306282456837833,0.8144712430426716,0.8905503634475597,0.017716406962225033,0.007923018056917143,0.8905380333951762,0.9425406715126341,0.023886910278896792,0.010682551031210337,0.9424860853432282,rrf_sparse_legal_lemma_char,0.022263450834879406,58,46,435,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_char_1200_600_softmax3_rd600,P1,"Legal-aware BM25 over char chunks 1200/600, softmax_top3, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'char', 'size': 1200, 'overlap': 600}, 'aggregation': 'softmax_top3', 'rank_depth': 600}",6.961628,107.8,539,0.49728279681550713,0.05340141899345272,0.023881840592861737,0.4972170686456401,0.6272066458982347,0.05864024429666015,0.026224714492905286,0.62708719851577,0.7495500173070265,0.046194623137690856,0.020658863506172274,0.7495361781076066,0.8070612668743511,0.05040322760268438,0.022541008640999206,0.8070500927643784,0.8812564901349947,0.02399399386797183,0.010730440268099625,0.8812615955473099,0.9369678089304259,0.023873708663421544,0.010676647089287243,0.9369202226345084,rrf_sparse_legal_lemma_char,0.00927643784786642,58,53,428,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_char_1600_800_max_rd600,P1,"Legal-aware BM25 over char chunks 1600/800, max, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'char', 'size': 1600, 'overlap': 800}, 'aggregation': 'max', 'rank_depth': 600}",6.755869,107.8,539,0.5027691242644514,0.05889054383162005,0.02633665184788667,0.5027829313543599,0.6531325718241605,0.05974950483822107,0.026720790888042977,0.6530612244897959,0.762564901349948,0.06073806010444427,0.02716288624300107,0.7625231910946196,0.8125995154032537,0.042719425090327,0.019104707692336253,0.8126159554730983,0.8850121149186571,0.03027310155409556,0.01353854259294244,0.8849721706864564,0.9369851159570786,0.031599569090613,0.014131756909262374,0.9369202226345084,rrf_sparse_legal_lemma_char,0.014842300556586271,60,52,427,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_char_1600_800_top2_rd600,P1,"Legal-aware BM25 over char chunks 1600/800, top2_mean, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'char', 'size': 1600, 'overlap': 800}, 'aggregation': 'top2_mean', 'rank_depth': 600}",6.604084,107.8,539,0.5250778816199377,0.05800037560924943,0.0259385565165605,0.5250463821892394,0.6512807199723087,0.06619540073620929,0.029603483168800716,0.6512059369202227,0.7643994461751471,0.051680481251132976,0.023112213837487343,0.764378478664193,0.8237279335410175,0.040466718884235954,0.018097266850305205,0.8237476808905381,0.8924195223260645,0.033032309133644404,0.014772497735323215,0.8923933209647495,0.9425233644859812,0.026448370268731265,0.011828070762993498,0.9424860853432282,rrf_sparse_legal_lemma_char,0.03710575139146568,63,43,433,539
20260624T184643Z,cv,bm25_legal_lemma_chunk_char_1600_800_max2_rd600,P1,"Legal-aware BM25 over char chunks 1600/800, max_plus_second, rank_depth=600.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'char', 'size': 1600, 'overlap': 800}, 'aggregation': 'max_plus_second', 'rank_depth': 600}",6.469985,107.8,539,0.51576670128072,0.06259330308301553,0.027992576125973976,0.5157699443413729,0.6438386985115957,0.061254968502106516,0.027394054706063726,0.6437847866419295,0.7606784354447905,0.05039067200502648,0.022535393607026964,0.7606679035250464,0.8200069228106612,0.05026056341563919,0.022477207276961647,0.8200371057513914,0.8831256490134993,0.028939993146805242,0.012942358388926914,0.8831168831168831,0.9406888196607822,0.02964769944887005,0.013258854268831295,0.9406307977736549,rrf_sparse_legal_lemma_char,0.027829313543599257,64,49,426,539
