run_id,mode,experiment,priority,description,status,n_splits,params,duration_sec,valid_n_eval_mean,valid_n_eval_total,valid_recall@5_mean,valid_recall@5_std,valid_recall@5_se,valid_recall@5_micro,valid_recall@10_mean,valid_recall@10_std,valid_recall@10_se,valid_recall@10_micro,valid_recall@20_mean,valid_recall@20_std,valid_recall@20_se,valid_recall@20_micro,valid_recall@5_comparison_baseline,valid_recall@5_delta_vs_baseline,valid_recall@5_wins_vs_baseline,valid_recall@5_losses_vs_baseline,valid_recall@5_ties_vs_baseline,valid_recall@5_n_compared_vs_baseline
rerank_20260625T183829Z,cv,rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_max_ce_plus_candidate,P0,"Cross-encoder rerank of rrf_sparse_deep_legal_lemma_char: depth=50, chunks=2, agg=max, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_max_ce_plus_candidate"", ""candidate_experiment"": ""rrf_sparse_deep_legal_lemma_char"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 50, ""chunks_per_doc"": 2, ""chunk_agg"": ""max"", ""score_mode"": ""ce_plus_candidate""}",197.59159207344055,107.8,539,0.4210280373831775,0.07965719065395778,0.035623778639782104,0.42115027829313545,0.5305642090688819,0.08148330296318396,0.03644044089137787,0.5306122448979592,0.6809276566285913,0.09840942229519896,0.044010031575709645,0.6808905380333952,candidate_rrf_sparse_deep_legal_lemma_char,-0.06679035250463822,55,91,393,539
rerank_20260625T183829Z,cv,rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_top2_mean_ce,P0,"Cross-encoder rerank of rrf_sparse_deep_legal_lemma_char: depth=50, chunks=2, agg=top2_mean, score=ce.",ok,5,"{""name"": ""rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_top2_mean_ce"", ""candidate_experiment"": ""rrf_sparse_deep_legal_lemma_char"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 50, ""chunks_per_doc"": 2, ""chunk_agg"": ""top2_mean"", ""score_mode"": ""ce""}",197.59159207344055,107.8,539,0.3802526825891312,0.06846940058575944,0.030620446817684405,0.3803339517625232,0.5045517480096919,0.09379108332996573,0.04194464760183014,0.5046382189239332,0.6604707511249568,0.08327831189288606,0.03724319328878448,0.660482374768089,candidate_rrf_sparse_deep_legal_lemma_char,-0.10760667903525047,50,108,381,539
rerank_20260625T183829Z,cv,rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_top2_mean_ce_plus_candidate,P0,"Cross-encoder rerank of rrf_sparse_deep_legal_lemma_char: depth=50, chunks=2, agg=top2_mean, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_top2_mean_ce_plus_candidate"", ""candidate_experiment"": ""rrf_sparse_deep_legal_lemma_char"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 50, ""chunks_per_doc"": 2, ""chunk_agg"": ""top2_mean"", ""score_mode"": ""ce_plus_candidate""}",197.59159207344055,107.8,539,0.4303565247490481,0.057053316216756814,0.02551501868049187,0.43042671614100186,0.5416407061266875,0.07337172546488557,0.032812833153187296,0.5417439703153989,0.6939425406715126,0.0897587812822261,0.040141347304918654,0.6938775510204082,candidate_rrf_sparse_deep_legal_lemma_char,-0.0575139146567718,53,84,402,539
rerank_20260625T183829Z,cv,rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c1_max_ce,P0,"Cross-encoder rerank of rrf_sparse_deep_legal_lemma_char: depth=100, chunks=1, agg=max, score=ce.",ok,5,"{""name"": ""rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c1_max_ce"", ""candidate_experiment"": ""rrf_sparse_deep_legal_lemma_char"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 1, ""chunk_agg"": ""max"", ""score_mode"": ""ce""}",197.59159207344055,107.8,539,0.3468674281758394,0.053704117832538464,0.024017211629042932,0.3469387755102041,0.43407753547940464,0.07080079642592882,0.031663078733900195,0.43413729128014844,0.563932156455521,0.08561621392181955,0.03828873486107047,0.5640074211502782,candidate_rrf_sparse_deep_legal_lemma_char,-0.14100185528756956,54,130,355,539
rerank_20260625T183829Z,cv,rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c1_max_ce_plus_candidate,P0,"Cross-encoder rerank of rrf_sparse_deep_legal_lemma_char: depth=100, chunks=1, agg=max, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c1_max_ce_plus_candidate"", ""candidate_experiment"": ""rrf_sparse_deep_legal_lemma_char"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 1, ""chunk_agg"": ""max"", ""score_mode"": ""ce_plus_candidate""}",197.59159207344055,107.8,539,0.37281066112841815,0.05496222294602162,0.024579853340360617,0.37291280148423006,0.4859813084112149,0.07018815528773757,0.031389097287738504,0.48608534322820035,0.6233644859813083,0.10032782365109438,0.04486796674369163,0.6233766233766234,candidate_rrf_sparse_deep_legal_lemma_char,-0.1150278293135436,50,112,377,539
rerank_20260625T183829Z,cv,rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_max_ce,P0,"Cross-encoder rerank of rrf_sparse_deep_legal_lemma_char: depth=100, chunks=2, agg=max, score=ce.",ok,5,"{""name"": ""rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_max_ce"", ""candidate_experiment"": ""rrf_sparse_deep_legal_lemma_char"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 2, ""chunk_agg"": ""max"", ""score_mode"": ""ce""}",197.59159207344055,107.8,539,0.3746105919003115,0.0934933525221105,0.041811498336758096,0.3747680890538033,0.4674974039460021,0.08219486234586283,0.036758659921317424,0.4675324675324675,0.5880408445829006,0.11781300921477574,0.05268757944760953,0.588126159554731,candidate_rrf_sparse_deep_legal_lemma_char,-0.11317254174397032,55,116,368,539
rerank_20260625T183829Z,cv,rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_max_ce_plus_candidate,P0,"Cross-encoder rerank of rrf_sparse_deep_legal_lemma_char: depth=100, chunks=2, agg=max, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_max_ce_plus_candidate"", ""candidate_experiment"": ""rrf_sparse_deep_legal_lemma_char"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 2, ""chunk_agg"": ""max"", ""score_mode"": ""ce_plus_candidate""}",197.59159207344055,107.8,539,0.39503288335064035,0.0895106719212431,0.040030389425516254,0.39517625231910947,0.5064035998615438,0.08180685222781137,0.036585136521333265,0.5064935064935064,0.6418656974731741,0.1065813157746378,0.04766461344069215,0.6419294990723562,candidate_rrf_sparse_deep_legal_lemma_char,-0.09276437847866419,51,101,387,539
rerank_20260625T183829Z,cv,rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_top2_mean_ce,P0,"Cross-encoder rerank of rrf_sparse_deep_legal_lemma_char: depth=100, chunks=2, agg=top2_mean, score=ce.",ok,5,"{""name"": ""rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_top2_mean_ce"", ""candidate_experiment"": ""rrf_sparse_deep_legal_lemma_char"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 2, ""chunk_agg"": ""top2_mean"", ""score_mode"": ""ce""}",197.59159207344055,107.8,539,0.35240567670474215,0.08313798696649412,0.037180438073914475,0.3525046382189239,0.4525787469712704,0.09946540724940618,0.044482282403874515,0.45269016697588127,0.6140013845621323,0.09973583499690417,0.044603221369156044,0.614100185528757,candidate_rrf_sparse_deep_legal_lemma_char,-0.13543599257884972,47,120,372,539
rerank_20260625T183829Z,cv,rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_top2_mean_ce_plus_candidate,P0,"Cross-encoder rerank of rrf_sparse_deep_legal_lemma_char: depth=100, chunks=2, agg=top2_mean, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_rrf_sparse_deep_legal_lemma_char_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_top2_mean_ce_plus_candidate"", ""candidate_experiment"": ""rrf_sparse_deep_legal_lemma_char"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 2, ""chunk_agg"": ""top2_mean"", ""score_mode"": ""ce_plus_candidate""}",197.59159207344055,107.8,539,0.39139840775354795,0.06278530936326296,0.028078443944922,0.3914656771799629,0.5137937002422983,0.09174633414803432,0.041030207968282995,0.5139146567717996,0.6604188300449982,0.09257567625935134,0.04140110103578461,0.660482374768089,candidate_rrf_sparse_deep_legal_lemma_char,-0.09647495361781076,47,99,393,539
rerank_20260625T183829Z,cv,candidate_quota_sparse_legal_lemma_char_q10,P0,No-rerank candidate baseline from quota_sparse_legal_lemma_char_q10.,ok,5,"{""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""depth"": 100}",0.07654428482055664,107.8,539,0.4879889235029422,0.07882325640587205,0.035250831906285134,0.48794063079777367,0.6382658359293873,0.0717326513600707,0.03207981692948217,0.6382189239332097,0.7421426098996193,0.053984830357037224,0.024142750086425895,0.7421150278293135,candidate_rrf_sparse_deep_legal_lemma_char,0.0,37,37,465,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c1_max_ce,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=20, chunks=1, agg=max, score=ce.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c1_max_ce"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 20, ""chunks_per_doc"": 1, ""chunk_agg"": ""max"", ""score_mode"": ""ce""}",184.01538944244385,107.8,539,0.4043267566632053,0.06806918159063893,0.030441463441889183,0.4044526901669759,0.5454828660436137,0.05677620146709452,0.025391089196929326,0.5454545454545454,0.7421426098996193,0.053984830357037224,0.024142750086425895,0.7421150278293135,candidate_rrf_sparse_deep_legal_lemma_char,-0.08348794063079777,55,100,384,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c1_max_ce_plus_candidate,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=20, chunks=1, agg=max, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c1_max_ce_plus_candidate"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 20, ""chunks_per_doc"": 1, ""chunk_agg"": ""max"", ""score_mode"": ""ce_plus_candidate""}",184.01538944244385,107.8,539,0.43409484250605745,0.043585565582837923,0.019492057496200168,0.43413729128014844,0.5621841467635861,0.06195597069731647,0.02770755241823693,0.562152133580705,0.7421426098996193,0.053984830357037224,0.024142750086425895,0.7421150278293135,candidate_rrf_sparse_deep_legal_lemma_char,-0.05380333951762523,51,80,408,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c2_max_ce,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=20, chunks=2, agg=max, score=ce.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c2_max_ce"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 20, ""chunks_per_doc"": 2, ""chunk_agg"": ""max"", ""score_mode"": ""ce""}",184.01538944244385,107.8,539,0.42284527518172377,0.0903466908206959,0.04040426844344645,0.4230055658627087,0.5602630668051228,0.08266620705637624,0.03696945168402601,0.5602968460111317,0.7421426098996193,0.053984830357037224,0.024142750086425895,0.7421150278293135,candidate_rrf_sparse_deep_legal_lemma_char,-0.06493506493506493,57,92,390,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c2_max_ce_plus_candidate,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=20, chunks=2, agg=max, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c2_max_ce_plus_candidate"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 20, ""chunks_per_doc"": 2, ""chunk_agg"": ""max"", ""score_mode"": ""ce_plus_candidate""}",184.01538944244385,107.8,539,0.4395638629283489,0.07129974070841591,0.0318862134004254,0.4397031539888683,0.5751298026998961,0.07336463194157908,0.032809660833124636,0.575139146567718,0.7421426098996193,0.053984830357037224,0.024142750086425895,0.7421150278293135,candidate_rrf_sparse_deep_legal_lemma_char,-0.04823747680890538,52,78,409,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c2_top2_mean_ce,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=20, chunks=2, agg=top2_mean, score=ce.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c2_top2_mean_ce"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 20, ""chunks_per_doc"": 2, ""chunk_agg"": ""top2_mean"", ""score_mode"": ""ce""}",184.01538944244385,107.8,539,0.43954655590169606,0.08263911766332473,0.036957336939159535,0.4397031539888683,0.563932156455521,0.07607184899661346,0.03402036510610537,0.5640074211502782,0.7421426098996193,0.053984830357037224,0.024142750086425895,0.7421150278293135,candidate_rrf_sparse_deep_legal_lemma_char,-0.04823747680890538,57,83,399,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c2_top2_mean_ce_plus_candidate,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=20, chunks=2, agg=top2_mean, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d20_c2_top2_mean_ce_plus_candidate"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 20, ""chunks_per_doc"": 2, ""chunk_agg"": ""top2_mean"", ""score_mode"": ""ce_plus_candidate""}",184.01538944244385,107.8,539,0.450778816199377,0.0507812464394433,0.022710063804152875,0.45083487940630795,0.584423676012461,0.06902300115515506,0.03086802451879464,0.5844155844155844,0.7421426098996193,0.053984830357037224,0.024142750086425895,0.7421150278293135,candidate_rrf_sparse_deep_legal_lemma_char,-0.03710575139146568,51,71,417,539
